Timestamp_ms,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
402294,0.0012191431507135395,0.0027668178041604175,0.0015369965830160876,0.87594315522567,0.09577211052815304,-0.05091706441424115
402399,-0.04065617211055131,-0.6007165157205375,0.0703444956837611,-130.96530474529746,19.4170997857373,41.466873463304566
402506,-0.03428652405372651,0.2460149796565313,-0.13648465295552167,103.56193758604188,12.70774806423908,-66.49209056317913
402611,0.02975961999749962,0.10412105640052668,0.0542749647589459,62.169110128407524,-28.879036026335832,51.342458330221724
402718,0.11078044242150563,0.06805521655537959,0.17120392642811422,-101.85544557592873,0.786107112391043,-6.586772406196265
402824,-0.13594125248013494,-0.05369446112837726,-0.2216716214698913,-67.53332993839103,-14.334634856999388,3.5431340820559765
402929,0.010663685589991544,-0.09836989193544984,-0.004103670482048561,149.07480322675343,62.60054366674058,-47.82035362199377
403035,0.0538936922277699,-0.03348863598905496,0.1296379242020969,-15.935454368200766,-17.198591159447734,26.956120211137815
403141,-0.05399469945631225,0.07618458626819916,0.004780485660174558,-84.03871336911823,-95.83859311858711,69.3688172263702
403246,0.07994629455782085,0.12066438112359283,-0.08712645556651444,32.679255426956956,99.74341327706561,-95.50643065779086
403352,-0.07346912964791721,-0.14182134447535386,-0.01895808205933066,15.966803359430749,0.596026955465069,24.912440699882556
403458,0.027416956607996586,0.033695090392801,0.14353024604078257,4.406426669217698,-42.91515328642991,14.063363587497717
403565,-0.010270715286752389,-0.08590075168049474,-0.17292065935662568,-8.67589469107584,24.377908336867407,1.1305928403227448
403670,-0.0022632570238079203,0.11352811761653533,0.05875561665496955,-10.120160045575629,-33.12832799965029,9.313074384975572
403776,0.03680196251630388,0.03770011680003838,0.10760812623818494,-20.785189674223336,24.848487924711467,-27.58397991819832
403882,-0.056024259275380635,-0.0669239873411669,-0.07359644448752894,83.58749815128819,28.768494177941356,-0.8681500067246533
403988,0.05204934666973161,-0.11161176540540185,-0.08762190443972881,-85.63299723267318,-33.40835578057673,23.370271759854635
404093,-0.03808584537162815,0.07772465853351421,0.020804083008934937,5.090109875297442,-10.594264858684937,11.614256565659986
404200,0.013169628956845512,0.2584935545837507,0.18175656646598612,85.11053517868066,7.143147078255748,-44.52122453456574
404305,0.004765691457571402,-0.390363276838172,-0.1598223788676882,-100.7920944778522,6.01022553676549,30.873302408534183
404412,-0.0018840458397308283,0.16430667922942996,0.04532444123685674,36.249597549245586,43.41036930443665,-16.423716064950458
404517,0.003141589168798093,0.01718480156852091,-0.08547042818278607,15.368100110026653,-62.3926992642858,11.683880617479742
404624,-0.018216022109785387,-0.06049476449751942,0.03645426458792153,0.4885421098420917,-17.64819060050728,24.53350834462787
